Business Name,Phone,Address,Rating,Reviews,Google Maps URL,Website
Norma's Beauty Salon,(916) 399-1801,"5681 Franklin Blvd, Sacramento, CA 95824, USA",4.5,126,https://maps.google.com/?cid=10174947270318142450,NONE
Lucy's Beauty Salon,(916) 648-3006,"531 Wisconsin Ave, Sacramento, CA 95833, USA",4.6,68,https://maps.google.com/?cid=7949987562269769154,NONE
The Blonding Bar,(916) 768-5832,"8920 Sunset Ave Suite D, Fair Oaks, CA 95628, USA",5,27,https://maps.google.com/?cid=16099819619518264144,NONE
Sima Beauty,,"Sunrise Blvd Fair Oaks Blvd Aly, Fair Oaks, CA 95628, USA",5,78,https://maps.google.com/?cid=7040559290350645604,NONE
Shear Image,(916) 484-1527,"2444 Mission Ave, Carmichael, CA 95608, USA",4.5,11,https://maps.google.com/?cid=544817528652696245,NONE
Erin’s Salon,(916) 497-8811,"3231 Zinfandel Dr #3, Rancho Cordova, CA 95670, USA",4.9,62,https://maps.google.com/?cid=253133896398714545,NONE
Salon Renew Hair & Nails,(916) 829-4500,"7743 Fair Oaks Blvd, Carmichael, CA 95608, USA",5,18,https://maps.google.com/?cid=5644193577390404070,NONE
Regent Street Salon,(916) 962-2203,"10205 Fair Oaks Blvd, Fair Oaks, CA 95628, USA",5,18,https://maps.google.com/?cid=5247215791850381945,NONE
Xpressions,(916) 944-2887,"7846 Fair Oaks Blvd, Carmichael, CA 95608, USA",4.9,49,https://maps.google.com/?cid=17520583458078508460,NONE
Hair By Danny,(916) 821-6889,"6801 Fair Oaks Blvd, Carmichael, CA 95608, USA",5,23,https://maps.google.com/?cid=6046970381266953564,NONE
O,(949) 466-6405,"7411 Winding Way Suite S, Fair Oaks, CA 95628, USA",4.9,56,https://maps.google.com/?cid=3913531384891332230,NONE
Streaks Studio & Salon,(916) 838-4965,"8137 Sunset Ave #170, Fair Oaks, CA 95628, USA",4.9,15,https://maps.google.com/?cid=324403424809318943,NONE
Lotte Salon,(916) 362-2281,"9527 Folsom Blvd # D, Sacramento, CA 95827, USA",4.7,52,https://maps.google.com/?cid=9316461012841730592,NONE
Cut Loose Hair Design,(916) 480-9595,"3449 Mission Ave, Carmichael, CA 95608, USA",4.8,88,https://maps.google.com/?cid=11176767462936057491,NONE
Class & Sass Salon,(916) 709-1384,"5841 Fair Oaks Blvd # A, Carmichael, CA 95608, USA",4.8,25,https://maps.google.com/?cid=4669000769319279620,NONE
Ahead of Time,(916) 965-7895,"7411 Winding Way, Fair Oaks, CA 95628, USA",4.9,19,https://maps.google.com/?cid=17292133850968480732,NONE
Bridge Street Salon,(916) 878-9092,"4099 Bridge St, Fair Oaks, CA 95628, USA",5,4,https://maps.google.com/?cid=1403323957200501135,NONE
SEVA Beauty Salon,(916) 849-2467,"2351 Vehicle Dr, Rancho Cordova, CA 95670, USA",4.8,22,https://maps.google.com/?cid=13662438175370914108,NONE
Blesk Salon,(510) 439-7666,"4005 Manzanita Ave #8, Carmichael, CA 95608, USA",5,7,https://maps.google.com/?cid=10653978377702718584,NONE
TL Salon,(916) 366-6192,"3330A Mather Field Rd, Rancho Cordova, CA 95670, USA",4.1,64,https://maps.google.com/?cid=17431005639258200693,NONE
Olympic Beauty Salon,(916) 368-2263,"9531 Folsom Blvd, Sacramento, CA 95827, USA",4.8,23,https://maps.google.com/?cid=8989568549582676234,NONE
Hair It Is Beauty Salon,(916) 942-9828,"3643 Bradshaw Rd D, Sacramento, CA 95827, USA",4.3,57,https://maps.google.com/?cid=16990220915597673051,NONE
Meltdown Beauty Lounge,(916) 967-6358,"10414 Fair Oaks Blvd, Fair Oaks, CA 95628, USA",5,28,https://maps.google.com/?cid=1280264712432781666,NONE
Hair Story,(916) 362-7739,"2849 Bradshaw Rd, Sacramento, CA 95827, USA",3.8,28,https://maps.google.com/?cid=8042146285780179989,NONE
Yuki Haircuts,(916) 222-2625,"2432 Mission Ave, Carmichael, CA 95608, USA",4.3,163,https://maps.google.com/?cid=7483704073249843461,NONE
Amalia's Beauty Salon,(916) 370-6018,"8959 Folsom Blvd, Sacramento, CA 95826, USA",4.7,46,https://maps.google.com/?cid=10140963459248964119,NONE
Village Salon,(916) 961-8900,"10145 Fair Oaks Blvd, Fair Oaks, CA 95628, USA",4.8,61,https://maps.google.com/?cid=2227007067959302362,NONE
Maggie Beauty,(916) 635-9604,"11110 Coloma Rd # 42, Rancho Cordova, CA 95670, USA",4.7,123,https://maps.google.com/?cid=6129658860055411052,NONE
A+ HAIR SALON,(279) 270-8154,"3347 Arden Wy, Sacramento, CA 95825, USA",4.5,27,https://maps.google.com/?cid=14902715602167670015,NONE
Hair Do's,(916) 487-6329,"4108 Manzanita Ave, Carmichael, CA 95608, USA",4.5,29,https://maps.google.com/?cid=16703076360035881252,NONE
Hair by Taylor at The HairPort..on Park Drive,(916) 370-5956,"7973 Park Dr Suite C, Fair Oaks, CA 95628, USA",5,4,https://maps.google.com/?cid=653776643996116846,NONE
Nicest Cut,(916) 979-9732,"4315 Marconi Ave Ste B, Sacramento, CA 95821, USA",4.1,109,https://maps.google.com/?cid=13939746803781736822,NONE
J J Beauty Salon,(916) 793-7100,"9215 Folsom Blvd, Sacramento, CA 95826, USA",3.8,37,https://maps.google.com/?cid=4008064241715031019,NONE
Twisted Scissors Salon and Boutique,(916) 634-4046,"6446 Fair Oaks Blvd, Carmichael, CA 95608, USA",4.5,15,https://maps.google.com/?cid=9444649782566139894,NONE
Avidity Salon,,"1157 Eastern Ave, Sacramento, CA 95864, USA",5,5,https://maps.google.com/?cid=17580799553282427339,NONE
Salon Nouveau,(916) 601-3950,"9915 Fair Oaks Blvd ste d, Fair Oaks, CA 95628, USA",4.9,7,https://maps.google.com/?cid=13103667017830260792,NONE
Knoelle Artistry,(925) 890-1196,"6829 Fair Oaks Blvd, Carmichael, CA 95608, USA",5,3,https://maps.google.com/?cid=4274441476962034522,NONE
Angels Salon & Spa,(916) 299-0122,"3511 Del Paso Rd Suite 130, Sacramento, CA 95835, USA",4.6,91,https://maps.google.com/?cid=12584950713004887332,NONE
Klip Joint,(916) 991-2441,"6752 Front St, Rio Linda, CA 95673, USA",4.7,72,https://maps.google.com/?cid=13175901321982855874,NONE
Get A Cut,(916) 285-0229,"2063 Arena Blvd STE 160, Sacramento, CA 95834, USA",4.2,211,https://maps.google.com/?cid=1564142276007980717,NONE
Tanya and Fiona Hair Studio,(916) 646-0395,"3610 N Freeway Blvd, Sacramento, CA 95834, USA",4.7,45,https://maps.google.com/?cid=12400687027696038231,NONE
Sassy shears,(916) 692-5788,"2440 Fulton Ave Suite 10, Sacramento, CA 95825, USA",4.7,42,https://maps.google.com/?cid=7351880374596558141,NONE
Crown Me Hair Salon,(916) 410-1842,"2020 Del Paso Blvd, Sacramento, CA 95815, USA",4.9,18,https://maps.google.com/?cid=10374135751218866401,NONE
Pera Salon and Barber,(916) 969-8188,"2820 Del Paso Rd suite 400, Sacramento, CA 95834, USA",4.3,19,https://maps.google.com/?cid=11647917138978537121,NONE
Westlake Hair Studio at Visage Salon,(916) 716-7992,"3880 Truxel Rd #400, Sacramento, CA 95834, USA",4.8,18,https://maps.google.com/?cid=6328353750576827213,NONE
Imagen Latina Hair Studio,(916) 561-0301,"1913 El Camino Ave, Sacramento, CA 95815, USA",4.1,73,https://maps.google.com/?cid=14306470022079326743,NONE
Cytheria Beauty,(916) 710-6700,"3742 Rio Linda Blvd, Sacramento, CA 95838, USA",5,2,https://maps.google.com/?cid=3591257342113557487,NONE
Pelitos Salon De Belleza,(916) 882-3944,"3000 Northgate Blvd, Sacramento, CA 95833, USA",3.8,73,https://maps.google.com/?cid=8266634483180439725,NONE
Aracelys Beauty Salon,(916) 912-1315,"4801 Rio Linda Blvd #1, Sacramento, CA 95838, USA",4.4,45,https://maps.google.com/?cid=12800951285870844271,NONE
Lynn's Hair & Nails,(916) 483-0290,"3116 Fulton Ave, Sacramento, CA 95821, USA",4.5,103,https://maps.google.com/?cid=10680171615979057547,NONE
J's Hair Salon,(916) 641-1077,"431 Hayes Ave, Sacramento, CA 95838, USA",4.7,27,https://maps.google.com/?cid=10737207971590668154,NONE
Felicity's Hair Design,(916) 565-0780,"2136 Grand Ave, Sacramento, CA 95838, USA",4.5,17,https://maps.google.com/?cid=6884070327314274528,NONE
Top Salon,(916) 419-1085,"2010 Club Center Dr #130, Sacramento, CA 95835, USA",3.8,61,https://maps.google.com/?cid=2354262179958942788,NONE
KK Threading Salon Sacramento,(916) 600-4317,"2069 Arena Blvd #120, Sacramento, CA 95834, USA",5,13,https://maps.google.com/?cid=15865794498330476615,NONE
Sandy's Hair Shops,(916) 212-6635,"6806 Front St, Rio Linda, CA 95673, USA",4.6,104,https://maps.google.com/?cid=11887542928177640959,NONE
A-Z Cuts,(916) 419-8880,"2101 Natomas Crossing Dr Suite #100, Sacramento, CA 95834, USA",3.7,96,https://maps.google.com/?cid=7866816904799775209,NONE
Hair Graphics,(916) 487-6897,"3091 Fulton Ave # A, Sacramento, CA 95821, USA",5,14,https://maps.google.com/?cid=11511934205163286117,NONE
Cheveux Styling Salon,(916) 969-2168,"2654 Marconi Ave Unit 135, Sacramento, CA 95821, USA",4.3,10,https://maps.google.com/?cid=16695301416719609925,NONE
Northgate Haircut & Nails,(916) 389-1202,"2435 Northgate Blvd, Sacramento, CA 95833, USA",4,24,https://maps.google.com/?cid=17192743289394469433,NONE
88,(916) 564-3023,"536 W El Camino Ave, Sacramento, CA 95833, USA",3.9,59,https://maps.google.com/?cid=12133603153819538628,NONE
Oasis Nails,(916) 927-4247,"3291 Truxel Rd UNIT 20, Sacramento, CA 95833, USA",4.3,40,https://maps.google.com/?cid=15460699947498025241,NONE
Marisol Hair Salon,(916) 912-7582,"2224 Northgate Blvd, Sacramento, CA 95833, USA",3.9,60,https://maps.google.com/?cid=17957512646431040810,NONE
Marlene's Beauty Salon,(916) 514-0943,"2106 El Camino Ave, Sacramento, CA 95821, USA",4.1,22,https://maps.google.com/?cid=3639355910450131112,NONE
Ixy scissorhands beauty salon,(916) 284-8244,"3610 N Freeway Blvd #100, Sacramento, CA 95834, USA",5,1,https://maps.google.com/?cid=17134601362790822,NONE
Tiffany's Salon,,"2550 Valley Rd Unit 9, Sacramento, CA 95821, USA",5,4,https://maps.google.com/?cid=9684574801851160693,NONE
Aurum Beauty Studio,(916) 274-4632,"2735 Del Paso Rd #120, Sacramento, CA 95835, USA",3.8,13,https://maps.google.com/?cid=10135459323522443309,NONE
E-Z Cut,(916) 923-1911,"3315 Northgate Blvd # 10, Sacramento, CA 95834, USA",4.6,134,https://maps.google.com/?cid=17458492247454343997,NONE
Posh Hair Salon,(916) 243-3128,"952 Oak Ln, Rio Linda, CA 95673, USA",4.5,8,https://maps.google.com/?cid=8522721300032910370,NONE
Dream Hair,(916) 422-8888,"6880 65th St, Sacramento, CA 95828, USA",4.2,107,https://maps.google.com/?cid=5255624414358030395,NONE
Salon Fx,(916) 683-3888,"9015 Bruceville Rd, Elk Grove, CA 95758, USA",4.2,157,https://maps.google.com/?cid=7702183058934263685,NONE
Shear Poetry Salon,(916) 424-5355,"5607, 7600 Greenhaven Dr # 10, Sacramento, CA 95831, USA",4.6,32,https://maps.google.com/?cid=16767453063564851452,NONE
Wisdom Salon and Spa,(916) 585-5954,"2300 Longport Ct STE 101, Elk Grove, CA 95758, USA",4.8,17,https://maps.google.com/?cid=12866494559268990898,NONE
Dollhouse Salon,(916) 461-4777,"5701 Stockton Blvd Suite B, Sacramento, CA 95824, USA",5,100,https://maps.google.com/?cid=2024693788102395652,NONE
Uniq Salon,(916) 691-9555,"2745 Elk Grove Blvd Unit 230, Elk Grove, CA 95758, USA",4.6,45,https://maps.google.com/?cid=376668973298087757,NONE
Elk Grove Salon and Spa,(916) 691-2283,"7119 Elk Grove Blvd # 127, Elk Grove, CA 95758, USA",4.4,94,https://maps.google.com/?cid=4827389916336647248,NONE
Lisa Salon,(916) 531-5876,"6256 Mack Rd, Sacramento, CA 95823, USA",4.3,65,https://maps.google.com/?cid=1870880920143828850,NONE
Fine Cuts Beauty Salon,(916) 421-1389,"6424 Stockton Blvd, Sacramento, CA 95823, USA",4.5,86,https://maps.google.com/?cid=18302822535941089413,NONE
D & V Hair Nails,(916) 428-4886,"6830 Stockton Blvd #115, Sacramento, CA 95823, USA",4.4,39,https://maps.google.com/?cid=17624881307285997411,NONE
Salon Cheveux,(916) 691-1077,"9108 Laguna Main St STE 3, Elk Grove, CA 95758, USA",4.7,23,https://maps.google.com/?cid=11485303503382004064,NONE
ST Hair Salon,(916) 215-0735,"8211 Bruceville Rd #105, Sacramento, CA 95823, USA",5,3,https://maps.google.com/?cid=16317062348923878450,NONE
"Hair salon, TL",(916) 754-2871,"5850 Stockton Blvd, Sacramento, CA 95824, USA",4.7,26,https://maps.google.com/?cid=2688295162436033063,NONE
M Beauty Salon,(916) 429-9268,"6910 65th St #107, Sacramento, CA 95823, USA",4.3,26,https://maps.google.com/?cid=7407023360361876765,NONE
Fancy Hair Salon & Facial Spa,(916) 399-5520,"6825 Stockton Blvd # 235, Sacramento, CA 95823, USA",4.4,71,https://maps.google.com/?cid=3638179908605053154,NONE
Medusa Salon,(916) 484-0777,"5800 Broadway, Sacramento, CA 95820, USA",5,29,https://maps.google.com/?cid=4865865655971855273,NONE
Lynn’s,(916) 682-6688,"5105 Laguna Blvd UNIT 3, Elk Grove, CA 95758, USA",4,158,https://maps.google.com/?cid=3911301863540723405,NONE
Pacific Hair Design II,(916) 424-3188,"5964 Stockton Blvd, Sacramento, CA 95824, USA",3.9,72,https://maps.google.com/?cid=10048628056876866371,NONE
Kent's Beauty Salon,(916) 456-8679,"5301 Fruitridge Rd A, Sacramento, CA 95820, USA",4.6,49,https://maps.google.com/?cid=3767659423790733348,NONE
GREATCUTS,(916) 714-7775,"9059 Bruceville Rd #110, Elk Grove, CA 95758, USA",4.3,134,https://maps.google.com/?cid=14697119851606731162,NONE
Silver Star Salon,(916) 383-2570,"8275 Florin Rd # 190, Sacramento, CA 95828, USA",4.8,51,https://maps.google.com/?cid=16959378119982608005,NONE
Beauty Paradise 2,(916) 683-2118,"8112 Sheldon Rd # 600, Elk Grove, CA 95758, USA",3.8,42,https://maps.google.com/?cid=17153209395304722270,NONE
Artistry salon and spa,(916) 393-2712,"6405 Riverside Blvd, Sacramento, CA 95831, USA",4.7,34,https://maps.google.com/?cid=14195422627073324713,NONE
Lo-Ann Haircut,(916) 379-9605,"8164 Florin Rd suite a, Sacramento, CA 95828, USA",4.4,77,https://maps.google.com/?cid=917331049569665444,NONE
Kim's Total Salon,(916) 681-2282,"8785 Center Pkwy B340, Sacramento, CA 95823, USA",4,36,https://maps.google.com/?cid=14990908892501038812,NONE
Land Park Salon,(916) 455-9967,"5878 S Land Park Dr, Sacramento, CA 95822, USA",4.3,18,https://maps.google.com/?cid=14482697216652290699,NONE
T K,(916) 691-4068,"4720 Laguna Blvd #70, Elk Grove, CA 95758, USA",4.5,61,https://maps.google.com/?cid=8516780042107397508,NONE
Trends Salon,(530) 406-2266,"400 3rd St, Woodland, CA 95695, USA",4.8,10,https://maps.google.com/?cid=17243980802554295728,NONE
Your Style Hair Salon,(530) 666-1460,"708 Main St, Woodland, CA 95695, USA",4.4,23,https://maps.google.com/?cid=9189271080157925114,NONE
Precision 6 Cuts & Perms,(530) 661-9544,"F, 6828, W Main St #353, Woodland, CA 95695, USA",4,49,https://maps.google.com/?cid=2506322997579868196,NONE
AY Elegance Salon & Spa,(530) 665-6339,"9 Main St Suite 105a, Woodland, CA 95695, USA",5,19,https://maps.google.com/?cid=3431227918216625593,NONE
Red's Salon,(530) 312-6935,"221 Court St, Woodland, CA 95695, USA",4.8,34,https://maps.google.com/?cid=7011881670998406179,NONE
ERiN DENNY SALON,(530) 312-9700,"509 Main St #2, Woodland, CA 95695, USA",5,4,https://maps.google.com/?cid=2264180526673248520,NONE
Studio Couture,(530) 312-6935,"221 Court St, Woodland, CA 95695, USA",5,5,https://maps.google.com/?cid=18386156692418286404,NONE
Pro Cut Salon,(530) 662-1565,"1861 E Gibson Rd Suite D, Woodland, CA 95776, USA",4,96,https://maps.google.com/?cid=13929693249863332922,NONE
Classic Beauty Salon,(530) 650-5230,"91 W Main St B, Woodland, CA 95695, USA",4.4,18,https://maps.google.com/?cid=12479821688902205885,NONE
Art Hair & Makeup Lounge,(530) 723-5554,"1037 Main St, Woodland, CA 95776, USA",4.5,11,https://maps.google.com/?cid=10521271127834811598,NONE
Bohemian Rose Salon,(530) 665-6309,"420 Main St, Woodland, CA 95695, USA",5,2,https://maps.google.com/?cid=4036773473592080533,NONE
Imelda's Hair Styling,(530) 383-6096,"115 W Main St B, Woodland, CA 95695, USA",5,20,https://maps.google.com/?cid=13542864101935608076,NONE
TEXTUR Salon & Barbering,(530) 668-1975,"616 Main St, Woodland, CA 95695, USA",5,5,https://maps.google.com/?cid=3512324215145236761,NONE
Re Nu Salon,(530) 304-7849,"1059 Court St #117, Woodland, CA 95695, USA",5,2,https://maps.google.com/?cid=5580426439494695087,NONE
Charito’s Beauty Salon,(530) 668-8969,"39 W Main St, Woodland, CA 95695, USA",4.4,45,https://maps.google.com/?cid=3779591076040121135,NONE
Cut-N-Loose Hair Salon,(530) 666-5731,"712 Lincoln Ave, Woodland, CA 95695, USA",4.9,11,https://maps.google.com/?cid=59400236102372513,NONE
Plush Salon,,"187 1st St, Woodland, CA 95695, USA",5,6,https://maps.google.com/?cid=14758314413673684131,NONE
Hair Designers Salon & Spa,(530) 666-2479,"177 Lincoln Ave B, Woodland, CA 95695, USA",5,2,https://maps.google.com/?cid=2363431895418844891,NONE
Chroma Salon,(530) 383-0684,"1059 Court St #118, Woodland, CA 95695, USA",5,4,https://maps.google.com/?cid=5420890155910383852,NONE
HoneyBee Hair Salon,(530) 383-8005,"327 College St Suite # 210, Woodland, CA 95695, USA",,,https://maps.google.com/?cid=17008648935205560141,NONE
The Salon,(530) 908-1602,"91 W Main St suite d, Woodland, CA 95695, USA",5,3,https://maps.google.com/?cid=5066931579406757072,NONE
Beauty Concepts,(530) 662-0283,"8 W Court St, Woodland, CA 95695, USA",3.8,18,https://maps.google.com/?cid=10756621818419138683,NONE
Perms & Cuts,(530) 668-1684,"47 W Main St F, Woodland, CA 95695, USA",4.8,5,https://maps.google.com/?cid=5416484143522537966,NONE
Yanelli Beauty Salon,(530) 723-5167,"825 East St # 104, Woodland, CA 95776, USA",3.6,10,https://maps.google.com/?cid=10199923036799185555,NONE
Glamour Touch Beauty Salon,(530) 669-7509,"194 W Main St, Woodland, CA 95695, USA",,,https://maps.google.com/?cid=18194198428017693858,NONE
Lavish Salon,,"628 Cottonwood St, Woodland, CA 95695, USA",,,https://maps.google.com/?cid=924116773873781684,NONE
Sheila Martin - Hairstylist and Microblading Permanent Makeup Artist,(530) 848-9798,"349 Court St, Woodland, CA 95695, USA",5,1,https://maps.google.com/?cid=17356502188535103826,NONE
LOXXY studio and extensions,(707) 742-9701,"501 Main St, Woodland, CA 95695, USA",,,https://maps.google.com/?cid=1531364478064387071,NONE
Woodland Barbershop,(530) 402-1069,"117 W Main St Suite #12, Woodland, CA 95695, USA",4.7,57,https://maps.google.com/?cid=8052938654031798996,NONE
Gibson Plaza,,"1801 E Gibson Rd, Woodland, CA 95776, USA",4.2,646,https://maps.google.com/?cid=13973802278611799618,NONE
Nu Look Beauty Salon,(530) 661-1996,"1059 Court St Suite #109, Woodland, CA 95695, USA",4.8,4,https://maps.google.com/?cid=2050710141131966594,NONE
Estanzia Salon & Spa,(916) 474-4299,"106 N Sunrise Ave St B, Roseville, CA 95661, USA",4.9,145,https://maps.google.com/?cid=5624621805519642137,NONE
Velvet Muse Salon,,"3805 Taylor Rd Ste 7, Loomis, CA 95650, USA",5,28,https://maps.google.com/?cid=2591459353590113132,NONE
Rooted Beauty Collective,(916) 872-1343,"8445 Sierra College Blvd Suite C, Roseville, CA 95661, USA",5,28,https://maps.google.com/?cid=7836850455927059671,NONE
Selly's Studio Salon,(916) 879-8117,"6253 Sunrise Blvd Suite 109, Citrus Heights, CA 95610, USA",4.8,17,https://maps.google.com/?cid=10305593307942134222,NONE
Hair by Krissy at Rocklin Day Spa & Salon,(916) 698-9815,"4449 Granite Dr, Rocklin, CA 95677, USA",5,1,https://maps.google.com/?cid=12121162502653125737,NONE
Salon 3B,(916) 532-8710,"930 Douglas Blvd, Roseville, CA 95678, USA",5,26,https://maps.google.com/?cid=4495376428483312198,NONE
Mēsa Leon Salon,(916) 715-7951,"6810 Five Star Blvd Unit 300, Rocklin, CA 95677, USA",5,24,https://maps.google.com/?cid=12125046128763504626,NONE
Rocklin Salon & Day Spa,(916) 625-9060,"4449 Granite Dr, Rocklin, CA 95677, USA",5,93,https://maps.google.com/?cid=12881235089820366091,NONE
Straight Up Curls Salon,(916) 532-7407,"6253 Sunrise Blvd Ste 104, Citrus Heights, CA 95610, USA",5,62,https://maps.google.com/?cid=7721421303686889284,NONE
Salon j&j,(916) 987-7038,"8819 Greenback Ln, Orangevale, CA 95662, USA",4.6,54,https://maps.google.com/?cid=7256831837822420170,NONE
Linh Tran Hair Salon,(408) 886-4283,"3101 Sunset Blvd Suite 5E, Rocklin, CA 95677, USA",5,8,https://maps.google.com/?cid=10451564874660148541,NONE
Abeille Salon,(916) 784-1555,"7451 Foothills Blvd ste 160, Roseville, CA 95747, USA",4.9,34,https://maps.google.com/?cid=2641162482197931723,NONE
Hair by Jax,(530) 414-4924,"1760 Grass Valley Hwy Suite 200-16, Auburn, CA 95603, USA",5,27,https://maps.google.com/?cid=18376979207106712646,NONE
The Vineyard Salon,(530) 885-5012,"201 Channel Hill Rd, Auburn, CA 95603, USA",4.6,74,https://maps.google.com/?cid=17051902825939668904,NONE
Hair Tamer,(530) 559-6792,"13406 Lincoln Way, Auburn, CA 95603, USA",5,13,https://maps.google.com/?cid=11826285705675699885,NONE
Lux Beauty Lounge,(530) 820-3940,"180 Cleveland Ave, Auburn, CA 95603, USA",4.8,45,https://maps.google.com/?cid=16489713280314010867,NONE
Wildwood Salon,(916) 218-5443,"1240 High St UNIT 104, Auburn, CA 95603, USA",5,9,https://maps.google.com/?cid=3507289026164717455,NONE
Glam Get Smokey,(530) 305-2938,"1760 Grass Valley Hwy, Auburn, CA 95603, USA",5,2,https://maps.google.com/?cid=8029857826265871395,NONE
Signature Salon by Bryan Hoshall,(530) 745-4177,"1310 Grass Valley Hwy, Auburn, CA 95603, USA",4.4,22,https://maps.google.com/?cid=5318820625095109017,NONE
Geri's Reflection Salon,(530) 823-8521,"137 Lewis St, Auburn, CA 95603, USA",4.8,19,https://maps.google.com/?cid=8316495591018257106,NONE
Feathered Arrow Hair Studio,(916) 276-1603,"1216 High St Suite A, Auburn, CA 95603, USA",5,5,https://maps.google.com/?cid=17967431478756503630,NONE
DMH Salon,(530) 320-3892,"295 Grass Valley Hwy, Auburn, CA 95603, USA",4.8,10,https://maps.google.com/?cid=5287075888697094549,NONE
Hair Depot,(530) 823-8328,"1171 Grass Valley Hwy, Auburn, CA 95603, USA",4.8,40,https://maps.google.com/?cid=5512671553309485537,NONE
Salon Oh,(530) 949-3618,"331 Rio Vista Dr, Auburn, CA 95603, USA",4.9,7,https://maps.google.com/?cid=1898267261048145309,NONE
Pizazz,(530) 888-0488,"1233 Grass Valley Hwy, Auburn, CA 95603, USA",4.9,16,https://maps.google.com/?cid=9591620052067512213,NONE
Deb's House of Style,(530) 823-1876,"101 Orange St, Auburn, CA 95603, USA",5,5,https://maps.google.com/?cid=7871688106172905964,NONE
Tangles Hair Salon,(530) 888-0116,"13417 Bowman Rd, Auburn, CA 95603, USA",5,3,https://maps.google.com/?cid=17313761125773496351,NONE
Shear Art Hair Design,(530) 368-7776,"532 Auburn Ravine Rd, Auburn, CA 95603, USA",5,3,https://maps.google.com/?cid=10488591584805509723,NONE
Dolonda Markovina Hair Stylist,(530) 888-0447,"137 Lewis St, Auburn, CA 95603, USA",5,2,https://maps.google.com/?cid=11363804976258006515,NONE
Threading studio,(530) 745-4012,"2965 Bell Rd, Auburn, CA 95603, USA",5,30,https://maps.google.com/?cid=1494753935687783613,NONE
Mary Rossitto Studios,(916) 835-3959,"906 Lincoln Way, Auburn, CA 95603, USA",4.3,6,https://maps.google.com/?cid=14543877517060370249,NONE
Cool Nails & Salon,(530) 886-8687,"1020 Northside Dr Ste E, Cool, CA 95614, USA",5,14,https://maps.google.com/?cid=945745565725823555,NONE
Finishing Touch,(530) 888-8233,"1115 High St suit 13, Auburn, CA 95603, USA",5,4,https://maps.google.com/?cid=15722138966949963068,NONE
SK Beauty,(530) 210-8552,"In the Sola Salon Studios, 1760 Grass Valley Hwy Studio 1, Auburn, CA 95603, USA",,,https://maps.google.com/?cid=7592816004494586624,NONE
Savvy Roots Hair Design,(530) 537-4845,"1256 Lincoln Way, Auburn, CA 95603, USA",,,https://maps.google.com/?cid=8499933462589279300,NONE
Revive Studio ​ Skin Care and Hair,(801) 259-1797,"13421 Bowman Rd, Auburn, CA 95603, USA",4.4,5,https://maps.google.com/?cid=3221723702900681623,NONE
State,,"979 Lincoln Way, Auburn, CA 95603, USA",4.5,2,https://maps.google.com/?cid=16885731264312587816,NONE
K & D Salon,(916) 681-1028,"8065 Elk Grove Florin Rd # 140, Sacramento, CA 95829, USA",4.6,100,https://maps.google.com/?cid=10462129126791018676,NONE
DEVON ART HAIR STUDIO,(408) 876-2909,"9268 Trout Way, Elk Grove, CA 95624, USA",4.9,248,https://maps.google.com/?cid=16944357193177757441,NONE
Salon Eric - Elk Grove,(916) 714-1977,"8647 Elk Grove Blvd B, Elk Grove, CA 95624, USA",4.6,105,https://maps.google.com/?cid=1314740068265550684,NONE
Studio 8 Salon,(916) 688-8388,"8324 Elk Grove Florin Rd Suite C, Sacramento, CA 95829, USA",3.8,142,https://maps.google.com/?cid=18270742492752999298,NONE
House of Beauty,(916) 647-3362,"9044 Elk Grove Blvd, Elk Grove, CA 95624, USA",4.3,11,https://maps.google.com/?cid=17061223893656781725,NONE
The Boulevard Salon,(916) 714-0764,"8703 Elk Grove Blvd, Elk Grove, CA 95624, USA",4.6,60,https://maps.google.com/?cid=5192391771156991650,NONE
House of Hues Salon & Spa,(916) 226-2662,"8938 Elk Grove Blvd, Elk Grove, CA 95624, USA",4.8,33,https://maps.google.com/?cid=11571389266939460574,NONE
Spotlight Hair Studio,(916) 525-9563,"8876 Vintage Park Dr #103, Sacramento, CA 95828, USA",4.8,51,https://maps.google.com/?cid=14449980167514656090,NONE
"Blush Salon - Extensions, Color, and More",(916) 647-4216,"9253 Elk Grove Blvd, Elk Grove, CA 95624, USA",4.7,26,https://maps.google.com/?cid=15944813876929628018,NONE
Golden Hair,(916) 686-5220,"Bond Plaza, 9171 Elk Grove Florin Rd, Elk Grove, CA 95624, USA",4.2,30,https://maps.google.com/?cid=16023567163042451532,NONE
Eklips,(916) 509-9565,"8469 Elk Grove Blvd, Elk Grove, CA 95758, USA",4,79,https://maps.google.com/?cid=6583576433544701156,NONE
Q CUTS,(916) 525-1228,"8420 Elk Grove Florin Rd #130, Elk Grove, CA 95624, USA",4.2,62,https://maps.google.com/?cid=18019122117039476495,NONE
Expressions Salon,(916) 686-1414,"8861 Williamson Dr STE 70, Elk Grove, CA 95624, USA",4.8,31,https://maps.google.com/?cid=17798864022438628346,NONE
A1 Salon & Spa,(916) 383-6288,"8484 Florin Rd # 40, Sacramento, CA 95828, USA",4.5,56,https://maps.google.com/?cid=5466091653954888157,NONE
Studio 3 Salon,(916) 879-2075,"9589 2nd Ave, Elk Grove, CA 95624, USA",4.8,21,https://maps.google.com/?cid=10595407821340379771,NONE
